TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
216.03,1,4,0,42.0,0,300.0,1.0,10462.77,1
17.42,1,9,0,74.0,2,150.0,1.0,6851.31,0
491.91,1,25,2,78.0,2,155.0,1.0,2421.94,4
350.11,0,33,2,74.0,2,178.0,1.0,4639.04,4
218.07,1,2,1,23.0,3,243.0,1.0,443.62,3
291.09,1,12,1,48.0,1,112.5,1.0,6312.79,2
422.14,0,0,1,26.0,3,109.0,1.0,1436.32,3
613.21,1,40,0,61.0,2,157.0,1.0,3279.12,0
73.83,1,19,2,69.0,0,69.0,1.0,6020.29,2
67.33,1,11,2,59.0,1,36.0,1.0,5925.98,2
26.92,1,16,0,62.0,2,43.0,1.0,1674.94,0
18.3,1,23,2,48.0,1,155.0,1.0,3733.52,4
317.94,1,20,0,54.0,1,124.0,1.0,2996.51,0
179.38,1,23,2,40.0,0,173.0,1.0,11666.18,6
918.95,1,43,2,68.0,0,139.0,1.0,7006.46,4
13.92,1,20,0,37.0,1,209.0,1.0,2735.84,1
365.43,1,32,0,25.0,3,176.0,1.0,1073.51,5
263.59,1,9,1,71.0,2,16.0,1.0,6996.35,2
54.8,1,0,1,34.0,1,140.0,1.0,4943.49,2
141.49,2,3,2,24.0,3,75.0,1.0,1665.58,3
31.39,1,40,0,20.0,3,15.0,1.0,998.49,5
93.82,1,43,2,39.0,1,176.0,1.0,8422.06,4
5.71,1,40,1,21.0,3,106.0,1.0,1285.42,5
178.39,1,40,2,34.0,1,98.0,1.0,8469.43,4
126.91,1,43,0,22.0,3,42.0,1.0,692.69,5
36.09,1,8,1,53.0,0,167.0,1.0,12319.26,6
91.77,1,29,1,51.0,0,174.0,1.0,9240.73,6
198.92,1,43,2,36.0,1,100.0,1.0,2854.66,4
137.81,1,11,1,58.0,1,44.0,1.0,2631.47,2
136.88,0,22,1,24.0,3,71.0,1.0,7465.95,5
133.07,1,34,1,21.0,3,155.0,1.0,1670.99,5
1.14,1,16,1,43.0,0,137.0,1.0,13913.92,6
256.34,1,18,1,69.0,2,99.0,1.0,7471.63,2
56.11,1,4,1,36.0,0,109.0,1.0,11123.65,6
118.1,1,13,0,50.0,1,50.0,1.0,7976.6,0
137.86,0,34,2,66.0,0,120.0,1.0,8046.94,4
813.78,0,1,0,54.0,0,55.0,1.0,14935.5,6
237.97,1,8,0,69.0,0,69.0,1.0,13486.15,6
684.96,1,23,0,21.0,3,31.0,1.0,526.67,5
878.63,1,8,0,60.0,1,139.0,1.0,4954.37,0
276.56,1,2,1,68.0,0,15.0,1.0,8942.58,2
8.75,1,21,0,79.0,2,199.0,1.0,4044.62,0
637.48,1,7,2,65.0,2,207.0,1.0,4148.85,2
103.15,1,36,1,51.0,0,179.0,1.0,11388.15,6
505.6,1,10,1,52.0,2,183.0,1.0,5347.57,2
371.86,1,24,0,46.0,0,91.0,1.0,1329.45,0
14.26,1,41,1,50.0,1,37.0,1.0,2475.65,4
13.16,1,23,1,43.0,1,98.0,1.0,1019.46,4
167.92,1,22,0,40.0,0,136.0,2.0,14321.73,6
73.01,1,15,0,56.0,2,101.0,1.0,2833.12,0
201.5,0,9,2,61.0,0,196.0,1.0,12148.32,6
150.3,1,19,2,41.0,0,204.0,1.0,14371.08,6
23.7,1,37,0,46.0,0,32.0,1.0,7947.44,6
49.59,1,4,1,48.0,1,147.0,1.0,6037.03,2
720.13,0,29,0,22.0,3,96.0,1.0,387.02,5
134.92,1,20,2,19.0,3,101.0,1.0,1081.97,3
116.97,1,28,0,18.0,3,299.0,1.0,729.7,5
11.06,1,7,0,34.0,1,13.0,3.0,2782.21,0
88.29,0,15,2,50.0,1,287.0,1.0,5245.93,1
5.81,1,15,0,25.0,3,222.0,1.0,1290.95,3
103.48,1,3,0,32.0,1,33.0,1.0,6494.25,0
156.74,1,28,0,70.0,2,136.0,1.0,4004.35,0
505.14,1,32,0,68.0,2,179.0,1.0,2525.47,0
31.06,1,18,0,46.0,0,61.0,1.0,11014.25,6
7.61,1,1,0,50.0,0,163.0,1.0,6275.0,0
276.16,0,32,0,53.0,2,71.0,1.0,1733.34,0
145.77,1,22,0,68.0,2,237.0,1.0,5294.98,1
369.44,1,11,2,34.0,1,19.0,1.0,5018.67,2
558.86,1,2,0,60.0,0,95.0,1.0,9844.32,6
429.15,1,19,1,26.0,3,218.0,1.0,712.13,3
36.74,1,40,1,33.0,0,133.0,1.0,6217.58,4
79.14,0,32,2,57.0,2,22.0,1.0,2229.56,4
132.48,1,5,1,36.0,1,101.0,1.0,9313.05,6
136.48,1,5,2,52.0,1,138.0,4.0,4618.53,2
203.76,1,7,1,55.0,2,37.0,1.0,6747.16,2
750.95,1,6,1,78.0,2,27.0,1.0,5134.37,2
0.84,1,2,0,52.0,1,31.0,1.0,2207.54,0
257.18,1,20,2,67.0,0,28.0,1.0,13336.15,6
767.66,1,38,0,63.0,0,155.0,1.0,1801.69,0
182.29,1,36,2,54.0,0,123.0,1.0,522.39,4
184.51,0,32,2,54.0,0,118.0,1.0,9381.64,6
451.31,1,13,0,62.0,2,166.0,5.0,2963.29,0
144.1,1,6,1,57.0,0,30.0,1.0,11523.64,6
72.5,1,13,0,40.0,0,30.0,1.0,12723.62,6
74.11,0,41,2,69.0,2,71.0,4.0,3920.11,4
22.15,1,10,1,44.0,0,73.0,1.0,7451.83,6
777.92,1,2,1,62.0,0,97.0,1.0,7061.58,2
790.07,1,24,2,28.0,3,197.0,1.0,985.77,5
406.33,0,24,1,59.0,1,103.0,1.0,4298.34,4
767.41,1,13,0,56.0,0,27.0,1.0,12799.34,6
4.58,0,1,2,21.0,3,135.0,1.0,811.24,3
,0,1,1,53.0,0,88.0,1.0,13273.08,6
49.67,1,1,2,21.0,3,146.0,1.0,842.94,3
77.83,0,18,1,49.0,1,146.0,1.0,2471.53,2
702.87,1,42,0,19.0,3,184.0,1.0,1237.5,5
133.56,1,43,2,25.0,3,177.0,1.0,783.83,5
868.05,0,36,2,49.0,1,119.0,1.0,3931.03,4
52.87,1,16,1,24.0,3,70.0,1.0,960.96,3
179.0,1,15,0,78.0,2,121.0,1.0,7310.88,0
1168.26,0,30,2,73.0,2,37.0,1.0,1385.74,4
384.11,1,13,0,58.0,2,12.0,1.0,7902.52,0
227.61,1,15,2,71.0,2,61.0,1.0,4405.28,2
40.83,1,16,0,48.0,1,24.0,1.0,3944.12,0
19.76,1,26,0,20.0,3,240.0,1.0,1523.04,5
484.24,1,33,1,67.0,0,77.0,1.0,8042.3,6
,1,15,2,33.0,0,110.0,1.0,5531.93,2
301.47,1,7,1,21.0,3,291.0,1.0,560.73,3
199.09,1,11,2,70.0,0,89.0,1.0,1658.52,2
38.95,1,20,2,27.0,1,50.0,1.0,731.52,4
515.94,1,37,0,29.0,1,37.0,1.0,1389.89,0
41.93,1,14,0,48.0,1,136.0,1.0,5081.26,0
137.84,1,29,0,27.0,3,112.5,1.0,1000.35,5
95.35,1,6,2,21.0,3,131.0,1.0,1639.9,3
93.14,1,22,2,67.0,2,151.0,1.0,5473.82,2
1427.71,1,27,1,64.0,0,159.0,1.0,1729.26,4
79.33,0,19,2,51.0,0,109.0,1.0,14798.1,6
76.89,1,6,0,55.0,0,132.0,1.0,4737.84,0
233.71,1,17,2,19.0,3,297.0,1.0,1231.98,3
14.92,1,19,1,26.0,1,120.0,1.0,6611.26,6
242.17,1,17,0,60.0,0,147.0,1.0,883.72,0
122.98,1,17,2,79.0,2,228.0,1.0,5055.99,2
129.35,1,19,0,52.0,1,130.0,1.0,7166.88,0
138.33,1,9,2,21.0,3,69.0,1.0,232.56,3
39.31,1,32,2,25.0,3,178.0,1.0,1236.38,5
91.85,1,39,2,21.0,3,148.0,1.0,802.09,5
277.7,1,26,1,58.0,1,107.0,1.0,1423.2,4
114.03,1,32,0,51.0,0,172.0,1.0,13388.56,6
302.63,0,38,1,27.0,1,10.0,1.0,2801.28,4
31.19,1,5,0,52.0,1,74.0,1.0,5545.96,0
112.91,0,40,2,27.0,1,135.0,1.0,4764.48,4
742.26,1,36,2,27.0,1,36.0,1.0,7868.19,4
256.8,1,5,0,26.0,3,80.0,1.0,1128.38,3
378.68,1,13,0,60.0,0,239.0,1.0,7627.04,1
571.93,1,42,2,52.0,2,119.0,1.0,4026.03,4
26.31,0,2,2,77.0,2,163.0,1.0,7095.76,2
205.58,1,32,2,20.0,3,112.5,1.0,1501.95,5
533.61,1,23,2,48.0,1,115.0,1.0,3656.93,4
428.62,1,33,1,55.0,2,72.0,1.0,3473.24,4
361.22,1,33,0,64.0,2,167.0,1.0,7061.73,0
837.29,1,31,1,25.0,3,216.0,1.0,6012.67,5
117.25,0,1,2,31.0,0,73.0,1.0,13694.68,6
135.27,1,1,0,48.0,0,131.0,1.0,9410.51,6
185.1,1,0,1,53.0,2,23.0,1.0,6115.63,2
113.54,1,8,2,38.0,1,273.0,1.0,5581.21,1
354.96,1,13,2,69.0,0,96.0,1.0,6712.94,2
224.22,1,14,1,53.0,0,37.0,1.0,8400.87,6
737.1,1,42,0,60.0,2,92.0,1.0,4644.19,0
223.22,1,13,0,27.0,3,96.0,1.0,1734.22,3
557.26,1,38,0,69.0,0,53.0,1.0,5237.12,0
1496.57,1,22,2,33.0,1,95.0,1.0,969.06,4
27.44,1,4,0,62.0,2,164.0,1.0,5950.48,0
310.09,1,11,1,36.0,0,166.0,1.0,9962.5,6
80.38,1,18,2,52.0,0,116.0,1.0,9662.88,6
26.1,0,11,1,66.0,0,115.0,1.0,5243.0,2
845.14,0,28,1,73.0,2,183.0,1.0,1702.65,4
59.73,1,14,0,27.0,3,56.0,1.0,800.93,3
758.77,1,35,0,60.0,1,114.0,1.0,7231.47,0
301.51,1,5,0,22.0,3,284.0,1.0,1052.31,3
418.03,1,2,3,58.0,0,161.0,1.0,10721.29,2
118.06,0,19,1,32.0,0,31.0,1.0,13560.63,6
483.92,1,27,0,70.0,2,115.0,1.0,3138.0,0
78.93,1,23,0,38.0,0,145.0,1.0,9916.24,6
36.63,1,24,0,75.0,2,261.0,1.0,7941.73,1
87.85,1,7,1,49.0,1,63.0,1.0,3753.24,2
1001.83,1,30,2,31.0,0,55.0,1.0,9733.83,6
705.34,1,42,2,59.0,0,124.0,1.0,5003.22,4
146.55,1,41,2,54.0,2,124.0,5.0,4087.44,4
116.89,1,8,2,71.0,2,226.0,1.0,4880.31,2
106.41,1,20,1,57.0,2,87.0,1.0,1310.38,2
1087.9,1,4,0,78.0,2,103.0,1.0,2513.51,0
584.41,1,19,0,23.0,3,41.0,1.0,4475.22,3
584.98,0,6,1,55.0,2,121.0,1.0,6521.05,2
79.21,1,7,1,56.0,2,140.0,1.0,1615.04,2
173.13,0,1,2,20.0,3,288.0,1.0,1490.34,3
335.7,1,12,0,80.0,4,57.0,1.0,6601.44,0
1225.5,0,19,2,50.0,0,109.0,1.0,8611.17,6
422.81,1,20,1,28.0,3,193.0,1.0,1929.28,3
135.43,1,38,0,57.0,2,92.0,1.0,5315.83,0
584.88,1,30,0,26.0,3,121.0,1.0,548.45,5
308.94,1,20,2,25.0,3,167.0,1.0,1931.66,3
295.93,1,4,1,36.0,0,117.0,1.0,1050.63,2
1512.99,1,30,2,19.0,3,50.0,1.0,9963.39,5
77.44,1,42,1,58.0,2,268.0,1.0,1950.63,1
92.5,0,39,2,40.0,1,70.0,1.0,6295.45,4
97.74,0,20,2,41.0,1,137.0,1.0,4113.63,2
291.68,1,8,0,21.0,3,90.0,1.0,1451.02,3
56.96,1,0,0,22.0,3,135.0,1.0,1597.85,3
436.8,1,39,2,27.0,3,92.0,1.0,1256.33,5
259.49,1,2,2,72.0,2,292.0,1.0,7320.61,1
726.26,1,29,2,57.0,2,147.0,1.0,2150.38,4
568.68,1,15,0,72.0,2,101.0,1.0,2940.04,0
77.57,1,1,2,49.0,4,225.0,1.0,12801.93,2
999.28,1,4,2,29.0,1,40.0,1.0,4272.41,2
14.16,0,28,1,74.0,2,290.0,1.0,5399.76,1
1142.83,0,29,1,61.0,2,48.0,1.0,2467.39,4
61.33,1,33,0,27.0,1,129.0,1.0,7537.4,0
27.64,1,27,2,54.0,1,23.0,1.0,7498.51,4
3.85,1,38,0,29.0,0,32.0,1.0,10506.41,6
431.22,0,2,1,73.0,2,129.0,1.0,6505.98,2
178.55,1,15,1,55.0,1,67.0,1.0,7568.4,2
248.76,1,10,0,18.0,3,56.0,1.0,546.46,3
76.16,1,37,0,23.0,3,99.0,1.0,1072.25,5
347.25,1,16,0,69.0,0,250.0,1.0,7273.55,1
28.04,1,20,0,57.0,0,146.0,1.0,11197.54,6
325.98,1,42,0,19.0,3,277.0,1.0,782.35,5
249.56,1,27,1,76.0,2,246.0,1.0,4444.95,1
17.43,1,0,0,56.0,0,33.0,1.0,10658.88,6
198.01,0,2,1,26.0,3,40.0,1.0,250.93,3
585.58,1,33,1,23.0,3,55.0,1.0,1729.02,5
434.67,0,41,2,27.0,3,124.0,1.0,1298.13,5
510.7,0,26,2,27.0,3,294.0,1.0,5828.48,1
331.98,1,10,0,74.0,2,12.0,1.0,7600.99,0
199.54,1,32,2,56.0,1,268.0,1.0,9603.73,1
212.97,1,1,2,59.0,1,178.0,1.0,4180.4,2
270.56,1,30,2,23.0,3,139.0,1.0,1268.44,5
306.37,1,7,0,26.0,1,120.0,1.0,9609.67,6
643.02,0,11,0,38.0,0,85.0,1.0,11989.39,6
98.48,1,24,1,47.0,1,12.0,1.0,9538.92,6
889.01,1,41,2,36.0,1,169.0,1.0,4826.88,4
537.86,1,18,2,27.0,3,134.0,1.0,293.06,3
241.18,1,23,0,25.0,3,162.0,1.0,1445.53,5
130.54,1,1,0,64.0,0,94.0,1.0,11204.62,6
800.29,0,36,1,20.0,3,84.0,1.0,693.4,5
8.81,1,9,2,57.0,0,165.0,1.0,13523.65,6
28.52,1,11,0,20.0,3,163.0,1.0,662.51,3
431.31,0,1,2,23.0,3,99.0,1.0,342.73,3
885.33,0,33,0,47.0,1,59.0,1.0,7764.16,0
199.23,1,40,0,29.0,1,54.0,1.0,9834.0,6
42.26,1,33,0,44.0,0,171.0,1.0,268.77,0
166.06,1,16,0,30.0,1,172.0,1.0,5397.68,0
357.72,1,24,0,53.0,2,25.0,1.0,7659.5,0
588.37,1,9,2,28.0,3,284.0,1.0,1926.08,3
72.82,1,15,2,68.0,0,127.0,1.0,6911.62,2
162.36,1,40,2,36.0,1,147.0,1.0,7527.04,4
584.82,0,26,2,43.0,0,109.0,1.0,12071.1,6
38.15,0,28,2,72.0,2,129.0,1.0,1425.47,4
477.54,0,37,0,23.0,3,52.0,1.0,1598.63,5
639.57,1,30,1,60.0,0,43.0,1.0,11726.47,6
58.23,1,31,2,28.0,3,34.0,1.0,9189.76,5
776.21,0,33,2,78.0,2,99.0,1.0,4895.87,4
,1,32,1,21.0,3,117.0,1.0,6178.77,5
188.61,1,4,2,67.0,2,26.0,1.0,7167.57,2
675.37,0,17,2,56.0,2,31.0,1.0,4704.91,2
94.82,0,8,1,67.0,2,56.0,1.0,1267.72,2
425.18,0,14,2,59.0,1,135.0,1.0,5790.55,2
50.28,1,28,1,60.0,1,65.0,1.0,5729.1,4
864.72,0,11,1,34.0,1,112.5,1.0,7379.38,6
70.68,1,12,2,25.0,3,105.0,1.0,1478.41,3
261.77,1,6,2,28.0,3,46.0,1.0,824.71,3
183.22,1,25,0,27.0,3,63.0,1.0,1024.42,5
58.32,0,21,1,29.0,1,275.0,4.0,6027.49,1
156.86,1,5,0,51.0,0,102.0,1.0,14453.35,6
120.67,1,7,0,42.0,0,233.0,1.0,5374.54,1
308.62,0,34,1,59.0,1,101.0,1.0,9148.08,4
506.81,1,25,0,59.0,1,41.0,1.0,2757.23,0
328.39,1,27,0,41.0,1,108.0,1.0,2523.83,0
796.3,1,2,1,67.0,2,64.0,1.0,1498.79,2
72.47,1,4,2,29.0,0,72.0,1.0,1305.56,2
279.6,1,13,0,25.0,3,131.0,1.0,1910.9,3
304.2,1,16,2,25.0,3,102.0,1.0,423.64,3
351.38,1,27,1,64.0,2,21.0,1.0,7606.63,4
86.07,1,9,1,31.0,0,23.0,1.0,842.56,2
604.5,1,32,0,28.0,3,80.0,1.0,709.42,5
258.7,1,5,0,27.0,3,123.0,1.0,1358.37,3
994.63,1,2,2,61.0,0,158.0,1.0,13538.14,6
11.46,0,2,1,75.0,2,64.0,1.0,7258.33,2
63.76,1,35,0,69.0,2,100.0,1.0,4980.26,0
446.83,0,24,1,55.0,2,143.0,1.0,1623.5,4
63.54,1,9,0,26.0,1,136.0,1.0,4401.78,0
81.11,1,5,2,48.0,1,110.0,1.0,2051.37,2
441.26,0,40,1,58.0,0,87.0,5.0,13704.92,6
170.96,1,42,1,64.0,0,69.0,1.0,13374.89,6
48.51,1,2,1,22.0,3,69.0,1.0,3363.23,3
325.03,1,17,1,60.0,0,106.0,1.0,13521.76,6
125.83,1,20,3,57.0,2,138.0,1.0,6109.86,2
506.83,1,16,3,37.0,1,45.0,1.0,9975.79,2
738.94,1,30,1,41.0,0,173.0,1.0,13856.18,6
180.36,0,28,2,33.0,1,55.0,1.0,9905.23,6
225.1,1,4,0,28.0,3,35.0,1.0,1547.71,3
359.51,1,5,3,79.0,2,157.0,1.0,7153.72,2
720.46,1,40,1,54.0,2,44.0,1.0,3101.54,4
1116.57,1,40,0,56.0,2,104.0,1.0,1393.14,0
291.46,1,24,0,57.0,2,135.0,1.0,7142.53,0
1192.95,1,19,1,23.0,3,73.0,1.0,325.15,3
98.24,1,23,2,28.0,3,148.0,1.0,580.66,5
100.48,0,25,1,18.0,3,104.0,1.0,6149.81,5
45.9,1,8,1,56.0,1,264.0,1.0,5698.25,1
258.21,1,35,2,39.0,0,225.0,1.0,9562.41,1
1079.11,1,19,2,53.0,1,211.0,1.0,2038.31,1
287.51,1,12,2,22.0,3,255.0,1.0,187.65,3
501.3,0,35,2,26.0,1,146.0,1.0,8520.08,4
26.1,1,23,0,27.0,3,32.0,1.0,1435.72,5
436.77,1,17,0,20.0,3,176.0,1.0,825.69,3
292.38,2,3,0,68.0,0,224.0,1.0,5803.89,1
1026.46,1,30,1,53.0,2,165.0,1.0,3134.47,4
25.29,1,24,2,50.0,4,125.0,1.0,5374.69,5
123.35,0,3,2,31.0,0,10.0,1.0,6852.16,2
139.52,1,32,1,23.0,3,31.0,1.0,1570.22,5
51.2,1,40,2,18.0,3,83.0,1.0,730.6,5
122.85,0,39,2,47.0,0,127.0,3.0,13185.39,6
161.38,0,7,2,24.0,3,101.0,1.0,3900.34,3
2.51,1,3,2,63.0,2,32.0,1.0,4891.56,2
22.62,1,41,0,64.0,0,102.0,1.0,7682.0,0
126.83,1,2,1,57.0,2,39.0,1.0,6100.98,2
46.6,1,11,2,55.0,0,68.0,1.0,1562.9,2
243.8,1,37,1,57.0,0,48.0,1.0,13732.81,6
231.51,0,28,1,60.0,2,96.0,1.0,5790.7,4
175.05,1,43,2,39.0,1,34.0,1.0,1447.35,4
762.74,1,20,0,64.0,0,244.0,1.0,207.1,1
34.03,1,20,1,57.0,1,38.0,1.0,3077.2,2
15.95,1,33,1,25.0,3,52.0,1.0,1983.0,5
,1,25,0,57.0,1,107.0,1.0,3120.1,0
101.51,0,40,2,46.0,1,199.0,1.0,3052.47,4
309.42,1,14,1,27.0,1,42.0,1.0,8564.46,6
257.6,0,13,2,59.0,2,293.0,1.0,7950.74,1
746.78,0,43,1,21.0,3,64.0,1.0,1699.81,5
82.01,0,34,1,23.0,3,156.0,1.0,287.46,5
476.99,1,36,2,23.0,3,187.0,1.0,1154.48,5
320.11,1,12,1,23.0,3,130.0,1.0,4076.48,3
333.39,1,30,0,68.0,0,35.0,1.0,10628.59,6
10.3,1,14,0,47.0,1,197.0,1.0,7801.32,1
737.46,0,0,1,53.0,0,75.0,4.0,634.16,2
416.55,1,28,2,33.0,1,73.0,1.0,922.96,4
84.91,1,33,2,18.0,3,68.0,1.0,4737.84,5
98.95,1,23,1,75.0,2,73.0,1.0,5670.82,2
18.14,0,25,0,58.0,2,48.0,1.0,6020.85,0
1154.79,1,8,0,51.0,0,108.0,1.0,6180.3,0
215.13,1,5,2,46.0,1,114.0,1.0,3956.69,2
218.57,0,22,1,62.0,0,102.0,1.0,13869.86,6
341.88,1,2,0,43.0,1,89.0,1.0,4159.52,0
691.92,1,4,2,19.0,3,61.0,1.0,1084.65,3
50.43,1,38,1,32.0,0,51.0,1.0,9794.26,6
440.43,1,7,1,78.0,2,23.0,1.0,5123.24,2
299.03,1,8,1,39.0,1,52.0,1.0,1381.28,2
1.98,1,39,0,66.0,0,170.0,1.0,11619.1,6
173.45,1,30,0,31.0,1,161.0,1.0,9077.62,1
438.76,1,35,1,22.0,3,73.0,1.0,1824.19,5
519.62,0,42,2,71.0,2,40.0,1.0,4159.33,4
738.68,1,6,2,50.0,0,124.0,1.0,14352.33,6
151.14,1,22,2,64.0,2,38.0,1.0,2156.54,4
75.77,1,5,1,51.0,1,148.0,1.0,8361.7,2
444.52,1,21,2,27.0,1,17.0,1.0,5424.6,4
5.29,1,16,2,52.0,0,276.0,1.0,11263.89,1
97.63,0,25,2,48.0,0,127.0,1.0,12467.31,6
256.95,1,36,1,26.0,1,71.0,1.0,2531.24,4
734.86,0,4,1,48.0,1,290.0,1.0,6242.03,1
1250.94,1,8,0,36.0,0,107.0,2.0,11565.97,6
84.28,1,22,1,39.0,0,142.0,1.0,13586.06,6
927.45,1,2,0,24.0,3,95.0,1.0,1161.84,3
202.49,0,41,0,48.0,1,69.0,1.0,7447.1,0
154.99,1,23,1,25.0,3,53.0,1.0,1419.31,5
481.53,1,1,1,58.0,2,277.0,1.0,6142.54,1
172.92,1,24,2,20.0,3,212.0,1.0,416.37,5
275.59,0,30,1,53.0,2,238.0,1.0,6313.22,1
207.2,1,8,2,60.0,1,133.0,1.0,8092.94,2
136.82,1,6,1,31.0,1,14.0,1.0,6229.13,2
624.0,1,15,1,26.0,1,132.0,5.0,4976.18,3
,1,6,2,30.0,1,28.0,1.0,8741.51,2
10.15,1,2,0,59.0,0,58.0,5.0,7155.04,0
26.3,1,41,0,32.0,0,33.0,1.0,7473.73,6
319.5,0,41,1,29.0,1,69.0,1.0,2366.3,4
182.42,1,18,1,51.0,2,137.0,1.0,3051.29,2
716.62,1,1,0,44.0,0,241.0,1.0,6987.4,1
222.96,0,14,0,65.0,0,150.0,1.0,7370.41,0
79.77,1,37,0,68.0,2,167.0,1.0,5010.31,0
431.08,1,0,1,45.0,2,25.0,1.0,6760.22,2
592.24,1,40,0,52.0,0,140.0,1.0,9817.05,6
200.19,0,35,1,52.0,2,108.0,1.0,4389.96,4
297.5,0,18,1,73.0,2,80.0,1.0,6768.14,2
345.86,2,29,0,51.0,2,145.0,1.0,1504.64,0
343.88,1,26,2,63.0,2,97.0,1.0,6486.18,4
16.52,0,4,2,25.0,3,135.0,1.0,835.53,3
162.1,1,25,1,41.0,1,151.0,1.0,8576.65,6
36.12,1,15,2,22.0,3,234.0,1.0,1593.03,3
354.91,1,4,0,74.0,2,191.0,1.0,3872.55,0
38.41,1,10,0,40.0,0,117.0,1.0,9129.68,6
53.52,1,36,1,49.0,1,55.0,1.0,2227.49,4
498.59,1,30,2,45.0,2,138.0,1.0,2619.46,4
13.3,1,35,0,23.0,3,63.0,1.0,213.0,5
189.65,1,5,0,21.0,3,60.0,1.0,8457.09,3
255.32,1,3,0,80.0,2,27.0,1.0,6290.62,0
230.51,0,22,1,51.0,1,56.0,1.0,9522.37,6
237.74,1,40,0,61.0,0,152.0,1.0,11795.12,6
512.76,1,14,0,52.0,0,26.0,1.0,5121.36,0
151.37,1,3,0,54.0,1,53.0,1.0,8356.08,0
85.01,0,32,0,25.0,3,157.0,1.0,1299.4,5
444.47,1,38,2,57.0,2,61.0,1.0,6062.94,4
,1,16,0,67.0,2,58.0,1.0,7588.67,0
879.25,0,22,2,24.0,3,137.0,1.0,125.85,3
55.98,0,18,1,24.0,3,87.0,1.0,7047.04,3
54.91,0,8,0,41.0,1,275.0,1.0,7927.27,1
1047.69,1,2,2,20.0,3,139.0,1.0,1889.78,3
393.74,1,5,2,26.0,3,90.0,1.0,1769.06,3
58.94,1,24,2,30.0,1,26.0,1.0,4575.98,4
515.57,1,8,0,27.0,1,56.0,1.0,9269.67,6
332.15,1,9,0,59.0,0,105.0,1.0,9749.46,6
177.94,1,25,2,19.0,3,173.0,1.0,123.24,5
68.68,1,34,3,49.0,1,141.0,1.0,4718.51,4
1431.54,1,32,2,20.0,3,84.0,1.0,1171.98,5
240.03,1,1,2,33.0,1,31.0,1.0,7807.73,2
168.34,1,31,0,64.0,2,240.0,1.0,7483.01,1
474.77,1,4,2,46.0,1,284.0,1.0,8494.53,1
451.7,1,6,2,29.0,1,103.0,1.0,8994.67,2
243.85,1,29,1,39.0,1,43.0,1.0,4576.78,4
5.76,1,15,1,38.0,4,164.0,1.0,5859.79,3
435.08,1,37,2,55.0,1,78.0,1.0,2103.41,4
127.78,1,24,0,20.0,3,170.0,1.0,1046.66,5
23.14,0,23,2,47.0,0,93.0,1.0,10536.54,6
545.87,1,24,1,27.0,1,41.0,1.0,4860.01,4
21.21,1,26,2,55.0,1,37.0,1.0,9575.42,6
423.53,0,18,1,50.0,0,81.0,1.0,5453.4,6
142.1,0,37,2,18.0,4,109.0,1.0,1545.64,5
1413.24,1,27,0,58.0,1,112.5,1.0,7272.01,0
114.15,1,1,0,19.0,3,52.0,1.0,1612.4,3
275.98,0,42,2,72.0,2,67.0,1.0,6151.05,4
590.68,1,42,1,27.0,3,23.0,1.0,852.2,5
152.42,1,38,0,42.0,0,176.0,1.0,9141.79,6
395.77,0,12,1,43.0,0,118.0,1.0,6425.99,6
615.16,1,4,2,26.0,3,140.0,1.0,214.61,3
207.82,0,19,2,19.0,3,30.0,1.0,229.02,3
220.52,1,39,0,57.0,2,152.0,1.0,1793.09,0
281.47,1,30,0,34.0,1,142.0,1.0,4437.48,0
57.91,0,34,1,58.0,1,97.0,1.0,3641.06,4
30.48,0,39,1,32.0,0,78.0,1.0,11481.85,6
1152.58,1,2,1,65.0,2,180.0,1.0,7567.17,2
453.09,1,38,1,48.0,0,97.0,1.0,4737.84,4
424.47,1,28,2,22.0,3,116.0,1.0,5491.55,5
228.4,1,29,0,67.0,0,116.0,1.0,9598.43,6
67.17,1,39,2,63.0,0,48.0,1.0,14410.44,6
284.89,1,1,2,53.0,0,115.0,1.0,9738.6,2
118.69,1,29,2,33.0,0,296.0,1.0,749.34,1
221.33,1,21,0,27.0,3,276.0,1.0,1185.43,3
252.31,0,39,0,26.0,3,172.0,1.0,1584.6,5
58.85,0,25,2,71.0,2,115.0,1.0,1789.8,4
194.68,1,22,2,32.0,0,165.0,1.0,14494.18,6
433.53,1,30,1,38.0,0,231.0,1.0,6368.32,1
178.26,1,28,0,59.0,2,59.0,1.0,1137.13,0
207.65,1,37,2,34.0,1,98.0,1.0,5143.8,4
237.0,1,40,2,49.0,0,115.0,1.0,14021.4,6
1169.59,1,27,2,28.0,3,114.0,1.0,5946.45,5
347.63,0,6,2,25.0,3,272.0,1.0,1400.04,3
517.68,1,29,0,31.0,0,24.0,1.0,11305.81,6
36.25,1,40,1,52.0,0,76.0,1.0,193.06,4
46.53,1,37,0,42.0,1,34.0,1.0,4468.12,0
207.47,1,24,0,53.0,0,12.0,1.0,1688.9,0
199.7,1,16,0,43.0,1,285.0,1.0,7574.45,1
307.89,0,26,2,62.0,2,90.0,1.0,2637.55,4
403.63,1,19,1,31.0,1,167.0,3.0,3304.02,1
20.06,1,22,0,27.0,3,144.0,1.0,445.21,5
236.57,1,34,0,79.0,2,112.0,1.0,3488.77,0
0.32,1,4,0,39.0,1,136.0,1.0,7158.58,0
